record_id,station_id,station_name,measured_at,temperature_c,humidity_pct,pressure_hpa,wind_speed_ms,wind_direction,pm10_ugm3,pm25_ugm3,rainfall_mm,battery_pct,status
125182,ST-04,세종관측소,2025-02-04 00:30:00,-0.9,83.0,1013.8,2.92,N,24.8,10.6,0.0,83.7,ERROR
125183,ST-10,서산관측소,2025-01-06 11:30:00,0.9,82.7,1018.1,0.72,E,58.0,34.0,0.0,98.7,점검중
125184,ST-03,신탄진관측소,2025-05-12 04:30:00,12.9,55.7,1001.3,1.97,S,55.3,27.4,,39.6,OK
125185,ST-04,세종관측소,2025-08-15 01:00:00,15.7,78.5,1014.1,7.45,S,32.0,18.3,0.0,72.3,오류
125186,ST-11,당진관측소,2025-03-10 13:30:00,8.5,65.4,1009.1,6.84,북,87.9,55.7,0.0,68.3,OK
125187,ST-01,대덕관측소,2025-07-27 23:00:00,24.2,80.8,1008.1,3.42,N,26.9,15.1,1.4,80.3,점검중
125188,ST-11,당진관측소,2025/08/16 19:30,20.4,82.3,1025.5,2.06,E,26.7,15.0,0.0,71.3,정상
125189,ST-12,아산관측소,2025-05-08 05:00:00,12.8,65.4,1016.8,1.03,SE,16.0,10.4,0.0,42.7,정상
125190,ST-09,보령관측소,18-May-2025 10:00:00,16.4,64.2,1014.0,0.59,SW,89.4,66.5,0.0,36.6,정상
125191,ST-03,신탄진관측소,2025-10-25 00:00:00,7.2,67.6,1014.9,4.4,SE,17.1,8.6,0.0,40.1,normal
125192,ST-11,당진관측소,2025/10/13 07:30,6.3,69.3,1006.5,0.62,NW,33.4,21.6,0.0,45.3,정상
125193,ST-11,당진관측소,2025-06-09 21:00:00,20.6,51.4,1013.7,4.09,E,19.3,9.5,0.0,26.9,normal
125194,ST-02,유성관측소,2025/04/28 09:00,13.7,83.2,1017.1,4.09,N,28.4,,1.0,48.1,오류
125195,ST-06,천안관측소,2025-02-07 09:00:00,0.3,86.1,1027.1,3.89,북동,7.1,3.6,0.0,84.7,점검중
125196,ST-11,당진관측소,2025-02-01 17:00:00,1.6,78.4,1017.4,1.04,SW,11.2,2.6,0.0,85.6,점검중
125197,ST-06,천안관측소,2025-11-12 01:00:00,3.1,72.0,1013.0,3.43,SE,7.9,6.5,0.0,32.0,NORMAL
125198,ST-01,대덕관측소,2025-05-30 10:00:00,20.9,71.7,1012.6,5.27,NW,24.0,10.4,0.0,32.1,점검
125199,ST-02,유성관측소,07-Jun-2025 06:00:00,18.6,46.3,1013.8,4.62,NE,85.8,54.4,0.0,28.8,정상
125200,ST-04,세종관측소,2025/01/20 10:00,4.7,99.0,1006.3,0.75,NW,47.1,27.7,0.0,89.9,정상
125201,ST-03,신탄진관측소,2025-05-13 18:30:00,23.8,51.4,1018.2,3.5,S,23.4,12.9,0.0,40.2,정상
125202,ST-03,신탄진관측소,2025-11-12 16:00:00,11.4,80.0,1012.8,0.63,NW,9.1,5.7,0.0,32.9,오류
125203,ST-05,청주관측소,2025/01/18 04:30,-4.1,95.6,1015.0,2.2,N,29.2,13.1,0.0,92.8,OK
125204,ST-05,청주관측소,2025-08-22 18:00:00,25.9,55.3,1016.4,0.61,NE,89.0,57.2,0.0,69.8,점검중
125205,ST-09,보령관측소,2025/11/26 12:00,6.9,77.4,1013.6,1.63,SW,11.6,1.6,0.0,24.8,정상
125206,ST-02,유성관측소,2025-01-23 11:00:00,4.2,85.8,1012.2,1.37,NE,7.9,7.2,0.0,89.6,OK
125207,ST-11,당진관측소,2025-10-25 00:30:00,0.3,80.8,1014.3,2.43,SW,23.0,14.7,0.4,39.6,ERROR
125208,ST-01,대덕관측소,09-Nov-2025 03:00:00,3.4,75.3,1015.3,6.36,S,15.8,10.7,0.6,33.7,OK
125209,ST-07,공주관측소,2025/04/20 11:30,13.7,50.8,999.9,0.98,SW,64.9,40.2,0.0,49.3,NORMAL
125210,ST-08,논산관측소,2025/03/06 04:30,5.3,85.0,1012.0,1.71,W,17.2,10.2,0.0,69.9,OK
125211,ST-10,서산관측소,2025-02-27 01:00:00,-3.7,80.0,1018.7,3.4,SW,16.9,10.0,0.0,73.1,정상
125212,ST-11,당진관측소,2025-04-11 15:00:00,15.1,68.3,1011.6,3.05,NE,123.1,59.3,0.0,53.9,OK
125213,ST-02,유성관측소,2025-08-30 08:00:00,19.7,,1009.1,1.49,NE,17.9,9.3,0.0,66.5,정상
125214,ST-12,아산관측소,2025-07-02 17:00:00,30.1,50.2,1007.1,6.58,W,30.2,22.4,0.0,92.8,정상
125215,ST-03,신탄진관측소,2025-02-15 16:00:00,6.6,75.0,1006.9,3.55,NW,47.9,31.4,0.0,78.0,normal
125216,ST-08,논산관측소,2025-02-16 12:30:00,6.8,84.8,1018.3,2.22,E,24.4,14.4,0.0,79.5,OK
125217,ST-11,당진관측소,2025-03-09 00:30:00,-2.8,88.3,1009.9,2.73,SW,9.7,5.7,1.6,69.6,정상
125218,ST-11,당진관측소,2025/09/24 19:00,18.6,78.1,1009.3,5.77,SW,32.9,13.8,0.0,54.7,점검
125219,ST-05,청주관측소,2025-12-06 05:30:00,,84.0,1009.4,5.47,W,23.5,11.7,5.2,97.4,MAINT
125220,ST-07,공주관측소,2025-10-18 02:00:00,5.9,80.5,1012.9,1.87,S,4.9,3.0,0.0,44.3,정상
125221,ST-03,신탄진관측소,2025-04-29 09:30:00,19.3,82.8,1000.3,2.14,N,111.9,66.8,0.0,46.0,정상
125222,ST-08,논산관측소,30-May-2025 22:00:00,21.7,78.5,1026.4,1.13,NE,96.7,50.4,0.5,31.0,OK
125223,ST-07,공주관측소,2025-07-10 08:30:00,-999.0,46.0,1008.5,6.39,W,54.5,37.5,0.0,91.0,정상
125224,ST-10,서산관측소,2025/05/26 07:00,17.9,70.6,1010.7,6.68,NW,32.0,15.2,0.0,35.3,normal
125225,ST-01,대덕관측소,2025-11-25 23:30:00,1.9,88.1,1017.8,1.19,N,17.6,14.0,0.0,25.9,NORMAL
125226,ST-08,논산관측소,2025-11-13 09:00:00,-999.0,85.5,1021.5,2.78,SW,7.5,2.5,0.0,32.1,오류
125227,ST-04,세종관측소,2025-11-02 17:00:00,15.5,84.9,1011.1,0.76,SE,80.9,37.8,0.0,37.4,MAINT
125228,ST-06,천안관측소,14-Sep-2025 04:00:00,14.6,66.9,1025.6,0.79,W,13.6,11.3,3.0,59.3,정상
125229,ST-03,신탄진관측소,2025/05/05 04:00,8.5,67.2,1006.8,4.71,SW,55.3,30.8,0.0,42.5,정상
125230,ST-04,세종관측소,2025/01/03 19:00,2.1,76.8,1010.6,3.05,SE,29.9,19.1,0.0,100.0,오류
125231,ST-03,신탄진관측소,2025-08-25 04:30:00,18.5,68.2,1015.9,9.65,SW,16.1,8.9,0.0,68.8,점검중
125232,ST-02,유성관측소,2025-05-04 01:30:00,11.0,68.8,1016.4,0.35,SE,16.2,9.8,0.0,43.7,정상
125233,ST-08,논산관측소,2025-02-17 06:30:00,-0.6,76.1,1014.9,1.68,N,25.9,12.5,0.0,79.4,점검중
125234,ST-01,대덕관측소,2025-01-03 12:30:00,1.2,80.0,1018.1,2.6,남동,21.4,11.9,0.0,99.9,정상
125235,ST-07,공주관측소,2025/04/24 20:00,13.8,73.1,1013.8,1.57,NE,31.1,19.4,0.0,48.4,OK
125236,ST-04,세종관측소,2025-05-21 13:30:00,24.4,65.5,1010.1,1.61,SW,25.9,13.7,0.0,36.8,정상
125237,ST-06,천안관측소,2025-03-18 11:00:00,11.2,73.9,1014.5,2.22,SW,32.4,17.2,0.0,65.5,normal
125238,ST-02,유성관측소,2025-09-06 00:30:00,11.6,55.8,1023.8,0.34,NW,9.6,4.0,0.0,62.3,점검
125239,ST-01,대덕관측소,2025-03-31 00:30:00,4.5,85.5,1022.5,3.79,SE,51.6,27.0,0.0,59.6,정상
125240,ST-05,청주관측소,2025-10-24 00:00:00,11.6,67.9,1001.0,0.73,NE,57.7,28.4,0.0,41.4,정상
125241,ST-11,당진관측소,2025-10-15 06:00:00,5.2,64.8,997.9,2.84,N,16.7,9.4,0.0,45.6,정상
125242,ST-01,대덕관측소,2025-03-30 04:00:00,4.6,75.9,1021.3,2.92,NW,43.7,31.6,3.2,60.7,OK
125243,ST-09,보령관측소,2025-03-06 07:00:00,2.2,83.1,1005.7,1.9,NW,52.9,30.6,0.0,70.2,NORMAL
125244,ST-02,유성관측소,2025-03-27 16:00:00,14.4,71.3,1015.6,0.91,SW,31.6,16.7,0.0,60.7,정상
125245,ST-07,공주관측소,2025-11-26 02:30:00,-0.1,69.8,1012.6,3.69,S,16.2,12.4,0.0,27.0,OK
125246,ST-12,아산관측소,2025-12-01 02:00:00,-2.1,79.8,1007.4,2.24,SE,7.9,3.9,0.0,100.0,OK
125247,ST-09,보령관측소,01-Dec-2025 04:00:00,-0.8,67.4,1018.9,3.64,북,9.1,0.5,0.0,99.8,점검중
125248,ST-04,세종관측소,2025-08-13 11:30:00,24.9,58.4,1013.5,0.72,NW,10.4,0.8,0.0,72.8,점검중
125249,ST-06,천안관측소,2025-09-03 01:30:00,17.7,66.5,1007.1,2.47,NW,17.1,8.2,0.0,62.9,점검
125250,ST-07,공주관측소,2025-08-19 07:30:00,16.4,84.3,1013.7,1.71,NW,33.2,21.6,0.0,71.8,점검중
125251,ST-10,서산관측소,2025-05-05 22:30:00,10.7,79.4,1006.1,5.07,S,21.8,15.4,0.0,43.3,정상
125252,ST-06,천안관측소,17-Oct-2025 14:00:00,12.5,73.9,1013.6,3.58,N,14.1,12.4,0.0,43.6,정상
125253,ST-12,아산관측소,2025-10-18 07:30:00,8.6,66.0,1007.8,3.35,SE,51.5,34.4,0.0,45.5,정상
125254,ST-09,보령관측소,2025/09/08 21:00,19.4,61.5,1010.9,0.5,S,12.3,5.2,0.0,61.9,정상
125255,ST-06,천안관측소,2025-03-12 05:30:00,1.6,72.5,1017.6,0.7,W,10.0,1.6,0.0,68.0,정상
125256,ST-11,당진관측소,26-Jun-2025 14:30:00,28.8,58.0,1009.8,6.78,NE,,18.9,0.0,95.0,점검중
125257,ST-10,서산관측소,2025/12/06 05:00,-3.8,81.6,1014.2,1.72,S,24.4,12.9,0.0,96.2,정상
125258,ST-03,신탄진관측소,2025-11-05 06:30:00,5.6,67.5,1009.3,2.51,N,16.0,,0.0,36.0,오류
125259,ST-05,청주관측소,2025-02-07 16:30:00,6.5,85.6,1012.9,2.91,NE,9.1,5.8,0.0,85.0,점검중
125260,ST-05,청주관측소,22-Jul-2025 06:30:00,19.1,,1010.6,1.05,NE,33.4,23.0,0.0,84.0,ERROR
125261,ST-05,청주관측소,2025-11-11 01:30:00,1.2,76.7,1003.2,0.68,NE,7.4,2.4,0.0,33.6,OK
125262,ST-10,서산관측소,2025-11-25 07:30:00,3.3,81.9,1016.6,1.54,S,33.6,19.1,0.0,26.3,ERROR
125263,ST-05,청주관측소,2025-05-31 15:30:00,23.7,69.8,1015.8,5.46,NE,14.2,3.1,0.0,30.3,OK
125264,ST-05,청주관측소,2025-10-09 12:00:00,16.3,61.7,1016.2,1.32,W,19.7,12.9,0.0,47.5,ERROR
125265,ST-02,유성관측소,2025/08/23 12:30,21.3,56.3,1020.1,4.71,남동,15.3,5.0,0.0,68.5,ERROR
125266,ST-01,대덕관측소,2025-06-20 23:00:00,,62.3,1014.4,2.63,SE,38.7,18.3,0.0,99.2,정상
125267,ST-02,유성관측소,2025-06-03 00:00:00,15.4,59.7,1013.5,0.79,S,23.0,12.9,0.0,31.3,점검중
125268,ST-03,신탄진관측소,2025-12-10 03:00:00,,93.2,1013.6,1.34,W,62.1,38.3,0.0,95.5,정상
125269,ST-08,논산관측소,2025-12-03 16:00:00,8.6,62.9,1007.0,4.69,NE,20.7,9.2,0.0,99.3,ERROR
125270,ST-06,천안관측소,2025/08/23 04:30,17.3,44.2,1015.5,0.78,W,41.4,16.4,0.0,,ERROR
125271,ST-08,논산관측소,08-Jan-2025 10:30:00,0.6,93.8,997.4,1.38,NW,40.2,21.2,0.0,95.4,OK
125272,ST-04,세종관측소,2025-04-20 22:00:00,10.0,80.3,1018.9,4.19,SE,53.3,36.3,0.0,49.1,normal
125273,ST-08,논산관측소,20-Jun-2025 13:30:00,27.0,59.7,1007.6,3.26,SW,112.6,75.6,,97.9,점검
125274,ST-02,유성관측소,2025-07-11 17:00:00,27.3,64.2,1003.5,2.05,E,9.1,8.0,1.1,88.6,ERROR
125275,ST-11,당진관측소,2025-07-13 20:00:00,21.8,57.9,1013.0,4.64,E,43.2,24.5,0.0,86.9,normal
125276,ST-05,청주관측소,2025-04-17 15:30:00,19.9,53.9,1016.9,2.47,S,10.8,6.8,0.0,50.8,정상
125277,ST-10,서산관측소,08-Feb-2025 16:00:00,7.7,89.5,1009.5,2.34,S,19.3,10.4,0.0,81.9,normal
125278,ST-06,천안관측소,2025-05-06 07:30:00,13.4,64.5,1012.3,1.41,동,96.7,68.6,0.0,43.1,정상
125279,ST-01,대덕관측소,2025-02-24 04:30:00,1.9,82.0,1013.3,2.52,E,22.8,12.3,0.0,75.0,정상
125280,ST-08,논산관측소,2025/12/05 04:30,-1.5,99.0,1018.4,1.4,N,27.6,13.9,0.0,97.7,정상
125281,ST-03,신탄진관측소,2025-10-28 22:00:00,10.4,66.2,1019.1,1.66,NW,26.8,16.4,0.0,39.0,OK
125282,ST-05,청주관측소,2025-09-26 23:30:00,15.0,50.7,1002.4,0.28,W,,18.7,0.0,53.4,정상
125283,ST-03,신탄진관측소,2025/07/26 19:00,25.9,57.5,1011.0,3.91,S,166.5,69.8,0.0,80.5,정상
125284,ST-03,신탄진관측소,2025-09-22 09:30:00,20.3,62.9,1021.7,2.07,NW,26.2,16.8,0.0,55.4,정상
125285,ST-08,논산관측소,2025/01/04 12:30,5.9,77.6,1005.4,1.01,NE,19.9,11.4,4.5,97.6,정상
125286,ST-09,보령관측소,2025-10-08 04:00:00,9.9,,1012.9,4.06,N,19.4,10.9,0.0,48.8,점검
125287,ST-12,아산관측소,2025/07/08 16:30,26.4,42.6,1017.9,9.4,S,45.6,27.8,0.0,88.9,정상
125288,ST-05,청주관측소,2025-10-08 09:30:00,14.2,63.4,1022.3,3.68,N,45.1,,6.1,47.8,정상
125289,ST-11,당진관측소,2025-07-20 10:00:00,25.4,57.8,1005.4,0.97,NE,10.2,4.0,0.0,84.5,OK
125290,ST-12,아산관측소,2025/11/18 01:00,1.6,76.5,1009.4,2.65,W,65.0,24.9,0.0,29.6,정상
125291,ST-11,당진관측소,27-Nov-2025 02:00:00,-0.5,82.9,1009.1,2.41,NE,27.6,14.6,0.0,25.1,정상
125292,ST-05,청주관측소,2025-07-28 07:30:00,19.8,68.3,1018.1,0.66,S,47.3,22.7,0.0,79.5,점검중
125293,ST-06,천안관측소,2025-03-29 19:30:00,10.9,76.5,1009.5,2.01,E,64.2,,0.0,59.1,ERROR
125294,ST-09,보령관측소,2025-07-09 02:00:00,19.0,70.9,1018.1,1.57,E,44.6,24.5,0.0,90.1,정상
125295,ST-08,논산관측소,2025/03/10 03:00,0.4,75.6,1021.4,2.0,NE,95.3,54.1,0.0,67.5,OK
125296,ST-06,천안관측소,2025-04-10 00:30:00,5.9,84.8,1009.2,6.4,NW,17.1,6.9,0.0,54.7,normal
125297,ST-01,대덕관측소,2025-09-24 00:00:00,8.8,,1009.6,5.76,SE,81.0,49.9,0.0,53.9,OK
125298,ST-09,보령관측소,16-Aug-2025 02:30:00,15.7,78.1,1006.5,5.56,SW,59.2,39.7,0.0,73.3,OK
125299,ST-11,당진관측소,2025-11-04 08:00:00,6.3,70.4,1006.3,3.38,N,25.2,10.6,0.9,36.1,점검
125300,ST-01,대덕관측소,2025-02-04 03:00:00,-3.9,72.3,1008.5,2.66,N,13.0,4.7,0.0,83.9,정상
125301,ST-08,논산관측소,2025-07-26 15:00:00,30.5,59.8,1005.9,3.95,W,70.9,51.5,0.0,80.2,ERROR
125302,ST-11,당진관측소,2025-01-18 01:00:00,-8.2,99.0,1023.9,2.18,N,32.2,15.5,0.0,92.0,점검중
125303,ST-09,보령관측소,2025-02-02 02:00:00,-5.8,99.0,1028.5,1.39,S,22.3,16.0,0.0,86.2,정상
125304,ST-04,세종관측소,2025-08-03 20:30:00,24.8,56.9,1006.4,0.28,NW,27.5,9.5,0.0,77.0,정상
125305,ST-09,보령관측소,2025/07/20 07:00,19.2,76.9,1009.5,1.32,N,20.8,9.5,0.0,84.9,OK
125306,ST-03,신탄진관측소,2025-04-05 10:00:00,11.7,61.1,1021.5,2.25,NE,20.4,12.6,0.0,57.6,점검중
125307,ST-03,신탄진관측소,2025/08/18 04:30,17.5,58.0,1028.6,1.37,N,58.3,31.5,0.0,71.3,정상
125308,ST-09,보령관측소,2025-11-05 03:00:00,5.0,75.2,1011.1,5.6,SE,9.8,3.3,0.0,35.7,NORMAL
125309,ST-09,보령관측소,2025-04-28 11:00:00,18.6,,1014.0,2.06,SW,43.4,23.8,0.0,46.1,ERROR
125310,ST-06,천안관측소,2025-07-11 11:00:00,28.1,68.3,1015.0,2.89,E,11.7,5.2,0.0,89.1,MAINT
125311,ST-07,공주관측소,2025-05-10 08:30:00,14.2,71.4,1012.8,2.1,SE,34.8,21.7,0.0,41.0,정상
125312,ST-06,천안관측소,2025-05-13 19:30:00,19.2,67.9,1007.0,1.76,NW,46.0,29.9,0.0,39.7,정상
125313,ST-04,세종관측소,2025-03-01 15:00:00,5.7,,1009.6,4.79,S,37.3,13.8,0.0,72.8,점검중
125314,ST-10,서산관측소,2025-09-07 23:00:00,17.2,66.2,1005.5,1.0,SE,35.2,18.0,0.0,61.1,OK
125315,ST-01,대덕관측소,2025/03/07 18:00,11.9,71.9,1016.9,0.85,E,16.4,13.1,2.6,70.2,OK
125316,ST-04,세종관측소,2025-11-06 04:00:00,3.7,77.9,1014.1,2.4,N,35.0,20.4,0.0,35.1,OK
125317,ST-06,천안관측소,2025/01/07 00:30,-4.0,80.7,1006.0,2.43,NW,30.6,19.4,0.0,96.6,MAINT
125318,ST-01,대덕관측소,2025-11-10 18:00:00,11.4,85.2,1002.8,2.23,NE,14.3,5.2,0.0,33.7,OK
125319,ST-05,청주관측소,04-Apr-2025 16:00:00,15.7,67.9,1008.1,3.08,SW,77.3,52.1,0.0,57.0,OK
125320,ST-09,보령관측소,2025-10-25 04:30:00,7.0,85.9,1009.4,0.19,S,20.3,11.4,0.0,40.4,정상
125321,ST-09,보령관측소,2025/10/19 21:30,11.8,65.7,1012.6,1.96,SE,29.0,15.8,0.0,43.1,OK
125322,ST-01,대덕관측소,2025-11-30 17:00:00,7.9,94.5,1032.5,5.26,W,42.0,28.6,0.0,99.6,정상
125323,ST-03,신탄진관측소,2025/06/16 14:00,28.2,49.3,1019.8,1.78,SW,76.8,55.2,0.0,24.4,오류
125324,ST-04,세종관측소,2025-02-10 22:00:00,-0.9,86.0,1018.4,1.2,SE,13.0,9.7,3.2,,정상
125325,ST-08,논산관측소,2025-03-31 10:30:00,10.8,72.1,1018.8,3.33,S,10.4,6.9,0.0,59.5,오류
125326,ST-02,유성관측소,12-May-2025 17:30:00,20.4,39.8,1013.6,2.98,SE,24.4,13.9,0.0,38.7,정상
125327,ST-06,천안관측소,2025-03-03 03:30:00,-2.8,82.3,1019.7,2.05,E,14.1,3.5,0.0,70.8,정상
125328,ST-09,보령관측소,2025/01/27 18:30,5.4,84.6,1009.0,0.44,NE,39.1,26.2,0.0,88.2,오류
125329,ST-06,천안관측소,02-Dec-2025 14:30:00,9.3,71.6,1026.0,1.37,E,23.4,16.0,0.0,98.3,OK
125330,ST-10,서산관측소,2025/10/09 07:00,11.5,60.7,1010.5,3.12,E,21.6,8.0,0.0,47.5,ERROR
125331,ST-05,청주관측소,2025-08-04 20:30:00,24.9,69.6,1007.9,5.76,S,59.2,32.5,0.0,77.4,정상
125332,ST-05,청주관측소,2025/01/21 18:00,3.0,76.4,1017.9,1.11,E,13.9,6.5,0.0,90.1,정상
125333,ST-10,서산관측소,2025/06/21 16:00,29.9,60.7,1000.8,-999.0,NE,55.4,29.3,0.0,96.3,점검중
125334,ST-04,세종관측소,2025/03/07 10:30,5.6,67.8,1008.5,0.98,NE,18.5,10.5,0.0,70.2,정상
125335,ST-07,공주관측소,2025/05/12 00:00,13.1,51.0,1016.6,0.91,NE,98.5,50.7,3.1,40.0,정상
125336,ST-11,당진관측소,2025/09/28 15:00,17.0,76.1,1001.8,2.2,NW,45.3,25.6,0.0,53.0,NORMAL
125337,ST-11,당진관측소,2025-08-15 18:00:00,24.1,66.7,1001.6,3.1,NE,41.9,18.4,0.0,72.3,점검중
125338,ST-01,대덕관측소,2025-01-21 19:30:00,4.5,87.2,1016.2,3.32,W,14.2,6.1,0.0,90.1,normal
125339,ST-12,아산관측소,2025-02-10 01:00:00,-0.8,79.3,1010.5,7.3,N,23.6,14.4,0.0,83.2,점검중
125340,ST-10,서산관측소,2025-06-14 05:30:00,21.9,84.7,1014.1,3.83,NW,34.0,17.2,0.0,25.5,오류
125341,ST-10,서산관측소,2025/10/26 18:00,12.0,75.4,1012.7,0.13,E,26.8,17.3,0.0,41.3,normal
125342,ST-10,서산관측소,2025-01-01 15:30:00,3.2,81.5,1023.1,2.27,NW,30.6,19.0,0.0,99.1,ERROR
125343,ST-12,아산관측소,2025-01-13 10:00:00,0.7,68.3,1010.7,2.51,NW,22.2,,0.0,94.2,정상
125344,ST-05,청주관측소,2025-05-07 05:00:00,14.7,72.2,1009.9,6.09,S,26.9,11.7,0.0,43.4,OK
125345,ST-10,서산관측소,07-Aug-2025 21:30:00,22.5,72.8,996.1,2.0,NE,31.7,20.4,0.0,75.3,오류
125346,ST-09,보령관측소,2025-01-28 14:00:00,7.3,65.4,1013.9,2.87,SW,32.6,17.0,0.0,87.0,정상
125347,ST-07,공주관측소,2025-01-13 12:30:00,1.9,87.0,1011.9,2.08,SW,7.2,2.5,0.0,94.8,MAINT
125348,ST-11,당진관측소,2025-09-11 10:00:00,17.6,68.6,1016.3,1.1,N,31.4,21.7,0.0,59.3,오류
125349,ST-06,천안관측소,2025-04-22 11:30:00,19.0,54.6,1018.8,0.55,S,21.4,14.4,3.2,48.6,정상
125350,ST-04,세종관측소,2025-02-04 00:00:00,-3.6,98.4,1020.8,1.92,NW,50.9,36.6,0.0,84.6,오류
125351,ST-04,세종관측소,29-Mar-2025 04:00:00,3.0,73.3,1015.5,5.12,W,61.2,30.4,0.0,59.7,OK
125352,ST-05,청주관측소,30-Aug-2025 03:30:00,17.2,66.9,1016.0,0.12,SW,23.3,13.4,0.0,66.4,점검중
125353,ST-08,논산관측소,2025-05-12 22:30:00,13.5,82.9,1017.4,0.79,S,19.1,9.7,0.0,38.7,정상
125354,ST-03,신탄진관측소,2025-07-13 09:00:00,24.9,80.3,1029.4,4.2,NW,24.5,12.1,0.0,87.4,normal
125355,ST-02,유성관측소,2025-10-24 19:30:00,10.1,73.0,1013.9,0.84,N,33.8,26.1,0.0,43.2,점검
125356,ST-08,논산관측소,2025-05-03 15:30:00,19.1,54.1,1022.4,2.56,NW,59.5,33.7,0.0,43.9,정상
125357,ST-03,신탄진관측소,2025-03-11 19:00:00,-999.0,94.3,1012.0,2.15,SW,17.2,11.8,1.5,67.8,정상
125358,ST-02,유성관측소,2025-05-24 02:00:00,13.2,68.9,997.2,4.44,NE,39.2,29.0,0.0,35.2,정상
125359,ST-11,당진관측소,2025-10-11 09:30:00,12.7,71.1,1021.1,5.38,W,9.7,12.2,0.0,46.3,점검중
125360,ST-07,공주관측소,2025-05-10 03:30:00,12.6,78.1,1028.7,2.43,NW,15.2,8.7,0.0,42.4,정상
125361,ST-10,서산관측소,2025-01-08 14:30:00,4.9,76.4,1027.3,2.21,N,,8.3,0.0,94.9,정상
125362,ST-07,공주관측소,2025-04-20 22:00:00,9.7,72.7,1009.3,1.07,NW,28.8,,0.0,50.3,OK
125363,ST-03,신탄진관측소,2025/10/16 11:00,16.3,63.0,1013.5,7.8,SE,14.3,9.5,0.0,44.0,정상
125364,ST-02,유성관측소,2025/08/10 05:00,20.6,63.2,1016.3,1.63,S,12.4,5.4,0.0,74.9,정상
125365,ST-04,세종관측소,2025-01-05 17:30:00,5.7,76.5,1011.8,2.24,SE,16.8,10.9,0.0,97.1,정상
125366,ST-01,대덕관측소,2025-06-12 00:30:00,19.3,64.7,1001.0,2.35,SE,50.3,33.1,0.0,26.7,NORMAL
125367,ST-07,공주관측소,2025-07-18 01:30:00,17.1,60.0,1015.1,0.25,SE,45.1,20.6,0.0,86.0,점검
125368,ST-08,논산관측소,2025-01-31 17:30:00,3.5,78.6,1008.5,2.21,NE,65.8,40.7,0.0,86.9,정상
125369,ST-06,천안관측소,2025-03-26 22:30:00,2.2,77.7,1019.0,0.41,W,27.2,17.9,0.0,62.8,점검
125370,ST-11,당진관측소,2025-02-14 10:00:00,3.5,,1019.2,1.06,NW,35.8,25.7,0.0,80.2,ERROR
125371,ST-06,천안관측소,2025-03-05 01:30:00,-1.3,81.1,1012.4,1.69,E,11.0,,0.0,71.5,점검중
125372,ST-09,보령관측소,2025-08-12 13:30:00,27.8,42.7,1014.4,2.92,NE,19.2,6.2,0.0,74.0,MAINT
125373,ST-10,서산관측소,2025-06-09 14:30:00,27.1,43.3,1014.2,2.38,NE,81.0,39.5,0.0,27.8,정상
125374,ST-01,대덕관측소,2025/08/14 12:30,24.8,49.3,1011.5,0.52,SW,26.8,18.5,0.0,72.4,normal
125375,ST-03,신탄진관측소,2025-01-16 17:30:00,5.9,80.6,1020.1,1.32,E,7.2,9.0,0.0,92.6,점검중
125376,ST-11,당진관측소,2025-01-15 05:30:00,-7.4,99.0,1005.7,0.57,N,63.3,29.7,0.0,93.7,정상
125377,ST-12,아산관측소,2025-05-07 17:30:00,20.4,74.4,1011.5,0.82,S,56.1,26.4,0.0,42.1,정상
125378,ST-05,청주관측소,2025-09-26 19:30:00,18.1,72.8,1002.4,2.23,S,18.4,7.8,0.0,53.1,OK
125379,ST-10,서산관측소,2025-10-25 21:30:00,9.2,87.5,1010.6,0.34,NE,12.7,11.5,0.0,40.5,정상
125380,ST-05,청주관측소,2025/07/26 08:30,23.2,69.2,1018.5,1.04,NE,36.3,21.3,0.0,81.4,정상
125381,ST-12,아산관측소,2025-05-23 17:30:00,22.2,79.1,1023.7,1.11,E,40.1,19.2,0.0,34.6,정상
125382,ST-06,천안관측소,2025-05-20 17:30:00,22.5,64.5,1013.8,0.61,SW,14.4,7.7,5.6,35.7,정상
125383,ST-12,아산관측소,17-Apr-2025 05:00:00,12.0,61.4,1006.5,3.55,N,46.7,21.1,3.1,49.7,오류
125384,ST-11,당진관측소,19-Aug-2025 13:00:00,21.3,68.1,1006.1,4.04,W,41.7,20.4,0.0,69.9,OK
125385,ST-03,신탄진관측소,2025-04-08 12:00:00,13.6,81.3,1012.4,3.97,N,23.2,9.4,0.0,54.4,OK
125386,ST-08,논산관측소,2025-05-03 20:00:00,17.3,66.2,1011.7,2.0,NW,61.7,24.1,0.0,44.1,정상
125387,ST-10,서산관측소,2025-08-02 11:30:00,24.4,62.3,1010.0,6.29,N,30.1,16.6,0.0,80.0,OK
125388,ST-06,천안관측소,2025/02/12 12:00,2.0,69.7,1018.8,1.17,NE,22.3,,0.0,80.4,MAINT
125389,ST-11,당진관측소,2025-06-26 03:30:00,18.1,59.6,1014.4,1.32,북,24.0,,0.0,95.9,정상
125390,ST-05,청주관측소,2025-01-18 16:00:00,6.2,80.3,1018.6,1.94,N,68.9,29.7,0.0,91.6,정상
125391,ST-11,당진관측소,2025-11-12 07:30:00,5.5,79.5,1020.2,4.42,NW,41.1,22.9,0.0,33.0,점검중
125392,ST-10,서산관측소,2025-12-06 02:00:00,-2.3,88.0,1015.2,5.57,W,22.9,14.8,,98.0,MAINT
